DexNum,Name,Type1,Type2,Ability1,Ability2,Ability3,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35
866,mr. rime,ice,psychic,tangled-feet,screen-cleaner,ice-body,80,85,75,110,100,70,"['1', 'pound']","['1', 'mimic']","['1', 'light-screen']","['1', 'reflect']","['1', 'protect']","['1', 'safeguard']","['1', 'baton-pass']","['1', 'encore']","['1', 'rapid-spin']","['1', 'role-play']","['1', 'recycle']","['1', 'slack-off']","['1', 'fake-tears']","['1', 'block']","['1', 'copycat']","['1', 'ice-shard']","['1', 'after-you']","['1', 'misty-terrain']","['1', 'dazzling-gleam']","['12', 'confusion']","['16', 'ally-switch']","['20', 'icy-wind']","['24', 'double-kick']","['28', 'psybeam']","['32', 'hypnosis']","['36', 'mirror-coat']","['40', 'sucker-punch']","['44', 'freeze-dry']","['48', 'psychic']","['52', 'teeter-dance']",,,,,
867,runerigus,ground,ghost,wandering-spirit,---,---,58,95,145,50,105,30,"['0', 'shadow-claw']","['1', 'night-shade']","['1', 'haze']","['1', 'protect']","['1', 'scary-face']","['1', 'astonish']","['1', 'shadow-claw']","['12', 'disable']","['16', 'brutal-swing']","['20', 'crafty-shield']","['24', 'hex']","['28', 'mean-look']","['32', 'slam']","['38', 'curse']","['44', 'shadow-ball']","['50', 'earthquake']","['56', 'guard-split']","['56', 'power-split']","['62', 'destiny-bond']",,,,,,,,,,,,,,,,
868,milcery,fairy,---,sweet-veil,aroma-veil,---,45,40,40,50,61,34,"['1', 'tackle']","['1', 'aromatic-mist']","['5', 'sweet-kiss']","['10', 'sweet-scent']","['15', 'draining-kiss']","['20', 'charm']","['25', 'attract']","['30', 'acid-armor']","['35', 'dazzling-gleam']","['40', 'recover']","['45', 'misty-terrain']","['50', 'entrainment']",,,,,,,,,,,,,,,,,,,,,,,
869,alcremie,fairy,---,sweet-veil,aroma-veil,---,65,60,75,110,121,64,"['0', 'decorate']","['1', 'tackle']","['1', 'sweet-kiss']","['1', 'sweet-scent']","['1', 'aromatic-mist']","['15', 'draining-kiss']","['20', 'charm']","['25', 'attract']","['30', 'acid-armor']","['35', 'dazzling-gleam']","['40', 'recover']","['45', 'misty-terrain']","['50', 'entrainment']",,,,,,,,,,,,,,,,,,,,,,
870,falinks,fighting,---,battle-armor,defiant,---,65,100,100,70,60,75,"['1', 'tackle']","['1', 'protect']","['5', 'rock-smash']","['10', 'focus-energy']","['15', 'headbutt']","['20', 'bulk-up']","['25', 'endure']","['30', 'reversal']","['35', 'first-impression']","['40', 'no-retreat']","['45', 'iron-defense']","['50', 'close-combat']","['55', 'megahorn']","['60', 'counter']",,,,,,,,,,,,,,,,,,,,,
871,pincurchin,electric,---,lightning-rod,electric-surge,---,48,101,95,91,85,15,"['1', 'peck']","['1', 'thunder-shock']","['5', 'water-gun']","['10', 'charge']","['15', 'fury-attack']","['20', 'spark']","['25', 'bubble-beam']","['30', 'recover']","['35', 'curse']","['40', 'electric-terrain']","['45', 'poison-jab']","['50', 'zing-zap']","['55', 'acupressure']","['60', 'discharge']",,,,,,,,,,,,,,,,,,,,,
872,snom,ice,bug,shield-dust,ice-scales,---,30,25,35,45,30,20,"['1', 'powder-snow']","['1', 'struggle-bug']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,frosmoth,ice,bug,shield-dust,ice-scales,---,70,65,60,125,90,65,"['0', 'icy-wind']","['1', 'powder-snow']","['1', 'attract']","['1', 'helping-hand']","['1', 'struggle-bug']","['4', 'stun-spore']","['8', 'infestation']","['12', 'mist']","['16', 'defog']","['21', 'feather-dance']","['24', 'aurora-beam']","['28', 'snowscape']","['32', 'bug-buzz']","['36', 'aurora-veil']","['40', 'blizzard']","['44', 'tailwind']","['48', 'wide-guard']","['52', 'quiver-dance']",,,,,,,,,,,,,,,,,
874,stonjourner,rock,---,power-spot,---,---,100,125,135,20,20,70,"['1', 'rock-throw']","['1', 'block']","['6', 'rock-polish']","['12', 'rock-tomb']","['18', 'gravity']","['24', 'stomp']","['30', 'stealth-rock']","['36', 'rock-slide']","['42', 'body-slam']","['48', 'wide-guard']","['54', 'heavy-slam']","['60', 'stone-edge']","['66', 'mega-kick']",,,,,,,,,,,,,,,,,,,,,,
875,eiscue,ice,---,ice-face,---,---,75,80,110,65,90,50,"['1', 'tackle']","['1', 'powder-snow']","['6', 'mist']","['12', 'weather-ball']","['18', 'icy-wind']","['24', 'headbutt']","['30', 'amnesia']","['36', 'freeze-dry']","['42', 'snowscape']","['48', 'aurora-veil']","['54', 'surf']","['60', 'blizzard']",,,,,,,,,,,,,,,,,,,,,,,
876,indeedee,psychic,normal,inner-focus,synchronize,psychic-surge,60,65,55,105,95,95,"['1', 'stored-power']","['1', 'play-nice']","['5', 'encore']","['10', 'disarming-voice']","['15', 'psybeam']","['20', 'helping-hand']","['25', 'after-you']","['30', 'healing-wish']","['35', 'psychic']","['40', 'calm-mind']","['45', 'power-split']","['50', 'psychic-terrain']","['55', 'last-resort']",,,,,,,,,,,,,,,,,,,,,,
877,morpeko,electric,dark,hunger-switch,---,---,58,95,58,70,58,97,"['1', 'tail-whip']","['1', 'thunder-shock']","['5', 'leer']","['10', 'power-trip']","['15', 'quick-attack']","['20', 'flatter']","['25', 'bite']","['30', 'spark']","['35', 'torment']","['40', 'agility']","['45', 'bullet-seed']","['50', 'crunch']","['55', 'aura-wheel']","['60', 'thrash']",,,,,,,,,,,,,,,,,,,,,
878,cufant,steel,---,sheer-force,heavy-metal,---,72,80,49,40,49,40,"['1', 'tackle']","['1', 'growl']","['5', 'rollout']","['10', 'rock-smash']","['15', 'bulldoze']","['20', 'stomp']","['25', 'iron-defense']","['30', 'dig']","['35', 'strength']","['40', 'iron-head']","['45', 'play-rough']","['50', 'high-horsepower']","['55', 'superpower']",,,,,,,,,,,,,,,,,,,,,,
879,copperajah,steel,---,sheer-force,heavy-metal,---,122,130,69,80,69,30,"['0', 'heavy-slam']","['1', 'tackle']","['1', 'growl']","['1', 'rollout']","['1', 'rock-smash']","['15', 'bulldoze']","['20', 'stomp']","['25', 'iron-defense']","['30', 'dig']","['37', 'strength']","['44', 'iron-head']","['51', 'play-rough']","['58', 'high-horsepower']","['65', 'superpower']",,,,,,,,,,,,,,,,,,,,,
880,dracozolt,electric,dragon,volt-absorb,hustle,sand-rush,90,100,90,80,70,75,"['1', 'tackle']","['1', 'thunder-shock']","['7', 'charge']","['14', 'aerial-ace']","['21', 'ancient-power']","['28', 'pluck']","['35', 'dragon-tail']","['42', 'stomp']","['49', 'slam']","['56', 'discharge']","['63', 'bolt-beak']","['70', 'dragon-pulse']","['77', 'dragon-rush']",,,,,,,,,,,,,,,,,,,,,,
881,arctozolt,electric,ice,volt-absorb,static,slush-rush,90,100,90,90,80,55,"['1', 'thunder-shock']","['1', 'powder-snow']","['7', 'charge']","['14', 'echoed-voice']","['21', 'ancient-power']","['28', 'pluck']","['35', 'avalanche']","['42', 'freeze-dry']","['49', 'slam']","['56', 'discharge']","['63', 'bolt-beak']","['70', 'icicle-crash']","['77', 'blizzard']",,,,,,,,,,,,,,,,,,,,,,
882,dracovish,water,dragon,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75,"['1', 'tackle']","['1', 'water-gun']","['7', 'protect']","['14', 'brutal-swing']","['21', 'ancient-power']","['28', 'bite']","['35', 'dragon-breath']","['42', 'stomp']","['49', 'super-fang']","['56', 'crunch']","['63', 'fishious-rend']","['70', 'dragon-pulse']","['77', 'dragon-rush']",,,,,,,,,,,,,,,,,,,,,,
883,arctovish,water,ice,water-absorb,ice-body,slush-rush,90,90,100,80,90,55,"['1', 'water-gun']","['1', 'powder-snow']","['7', 'protect']","['14', 'icy-wind']","['21', 'ancient-power']","['28', 'bite']","['35', 'aurora-veil']","['42', 'freeze-dry']","['49', 'super-fang']","['56', 'crunch']","['63', 'fishious-rend']","['70', 'icicle-crash']","['77', 'blizzard']",,,,,,,,,,,,,,,,,,,,,,
884,duraludon,steel,dragon,light-metal,heavy-metal,stalwart,70,95,115,120,50,85,"['1', 'leer']","['1', 'metal-claw']","['6', 'rock-smash']","['12', 'hone-claws']","['18', 'metal-sound']","['24', 'breaking-swipe']","['30', 'dragon-tail']","['36', 'iron-defense']","['42', 'focus-energy']","['48', 'dragon-claw']","['54', 'flash-cannon']","['60', 'metal-burst']","['66', 'hyper-beam']",,,,,,,,,,,,,,,,,,,,,,
885,dreepy,dragon,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82,"['1', 'bite']","['1', 'quick-attack']","['1', 'astonish']","['1', 'infestation']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,drakloak,dragon,ghost,clear-body,infiltrator,cursed-body,68,80,50,60,50,102,"['0', 'dragon-pulse']","['1', 'bite']","['1', 'quick-attack']","['1', 'astonish']","['1', 'infestation']","['6', 'lock-on']","['12', 'assurance']","['18', 'hex']","['24', 'agility']","['30', 'double-hit']","['36', 'u-turn']","['42', 'dragon-dance']","['48', 'phantom-force']","['54', 'take-down']","['61', 'dragon-rush']","['66', 'double-edge']","['72', 'last-resort']",,,,,,,,,,,,,,,,,,
887,dragapult,dragon,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142,"['0', 'dragon-darts']","['1', 'bite']","['1', 'quick-attack']","['1', 'dragon-breath']","['1', 'astonish']","['1', 'infestation']","['6', 'lock-on']","['12', 'assurance']","['18', 'hex']","['24', 'agility']","['30', 'double-hit']","['36', 'u-turn']","['42', 'dragon-dance']","['48', 'phantom-force']","['54', 'take-down']","['63', 'dragon-rush']","['70', 'double-edge']","['78', 'last-resort']",,,,,,,,,,,,,,,,,
888,zacian,fairy,---,intrepid-sword,---,---,92,120,115,80,115,138,"['1', 'bite']","['1', 'quick-attack']","['1', 'metal-claw']","['1', 'howl']","['1', 'quick-guard']","['1', 'sacred-sword']","['11', 'slash']","['22', 'swords-dance']","['33', 'iron-head']","['44', 'noble-roar']","['55', 'crunch']","['66', 'moonblast']","['77', 'close-combat']","['88', 'giga-impact']",,,,,,,,,,,,,,,,,,,,,
889,zamazenta,fighting,---,dauntless-shield,---,---,92,120,115,80,115,138,"['1', 'bite']","['1', 'quick-attack']","['1', 'metal-claw']","['1', 'howl']","['1', 'wide-guard']","['11', 'slash']","['22', 'iron-defense']","['33', 'iron-head']","['44', 'metal-burst']","['55', 'crunch']","['66', 'moonblast']","['77', 'close-combat']","['88', 'giga-impact']",,,,,,,,,,,,,,,,,,,,,,
890,eternatus,poison,dragon,pressure,---,---,140,85,95,145,95,130,"['1', 'agility']","['1', 'confuse-ray']","['1', 'poison-tail']","['1', 'dragon-tail']","['8', 'toxic']","['16', 'venoshock']","['24', 'dragon-dance']","['32', 'cross-poison']","['40', 'dragon-pulse']","['48', 'flamethrower']","['56', 'dynamax-cannon']","['64', 'cosmic-power']","['72', 'recover']","['80', 'hyper-beam']","['88', 'outrage']",,,,,,,,,,,,,,,,,,,,
891,kubfu,fighting,---,inner-focus,---,---,60,90,60,53,50,72,"['1', 'leer']","['1', 'rock-smash']","['4', 'endure']","['8', 'focus-energy']","['12', 'aerial-ace']","['16', 'scary-face']","['20', 'headbutt']","['24', 'brick-break']","['28', 'detect']","['32', 'bulk-up']","['36', 'iron-head']","['40', 'dynamic-punch']","['44', 'counter']","['48', 'close-combat']","['52', 'focus-punch']",,,,,,,,,,,,,,,,,,,,
892,urshifu-single-strike,fighting,dark,unseen-fist,---,---,100,130,100,63,60,97,"['0', 'wicked-blow']","['1', 'leer']","['1', 'focus-energy']","['1', 'endure']","['1', 'rock-smash']","['1', 'sucker-punch']","['12', 'aerial-ace']","['16', 'scary-face']","['20', 'headbutt']","['24', 'brick-break']","['28', 'detect']","['32', 'bulk-up']","['36', 'iron-head']","['40', 'dynamic-punch']","['44', 'counter']","['48', 'close-combat']","['52', 'focus-punch']",,,,,,,,,,,,,,,,,,
893,zarude,dark,grass,leaf-guard,---,---,105,120,105,70,95,105,"['1', 'scratch']","['1', 'bind']","['6', 'leer']","['12', 'vine-whip']","['18', 'growth']","['24', 'fury-swipes']","['30', 'scary-face']","['36', 'grass-knot']","['42', 'bite']","['48', 'u-turn']","['54', 'swagger']","['60', 'energy-ball']","['66', 'synthesis']","['72', 'hammer-arm']","['78', 'thrash']","['84', 'power-whip']","['90', 'jungle-healing']",,,,,,,,,,,,,,,,,,
894,regieleki,electric,---,transistor,---,---,80,100,50,100,50,200,"['1', 'thunder-shock']","['1', 'rapid-spin']","['6', 'electroweb']","['12', 'ancient-power']","['18', 'shock-wave']","['24', 'thunder-wave']","['30', 'extreme-speed']","['36', 'thunder-cage']","['42', 'thunderbolt']","['48', 'magnet-rise']","['54', 'thrash']","['60', 'lock-on']","['66', 'zap-cannon']","['72', 'hyper-beam']","['78', 'explosion']",,,,,,,,,,,,,,,,,,,,
895,regidrago,dragon,---,dragons-maw,---,---,200,100,50,100,50,80,"['1', 'twister']","['6', 'bite']","['12', 'ancient-power']","['18', 'dragon-breath']","['30', 'crunch']","['36', 'dragon-claw']","['42', 'hammer-arm']","['48', 'dragon-dance']","['54', 'thrash']","['60', 'focus-energy']","['66', 'dragon-energy']","['72', 'hyper-beam']","['78', 'explosion']",,,,,,,,,,,,,,,,,,,,,,
896,glastrier,ice,---,chilling-neigh,---,---,100,145,130,65,110,30,"['1', 'tackle']","['1', 'tail-whip']","['6', 'double-kick']","['12', 'avalanche']","['18', 'stomp']","['24', 'torment']","['30', 'mist']","['36', 'icicle-crash']","['42', 'take-down']","['48', 'iron-defense']","['54', 'thrash']","['60', 'taunt']","['66', 'double-edge']","['72', 'swords-dance']",,,,,,,,,,,,,,,,,,,,,
897,spectrier,ghost,---,grim-neigh,---,---,100,65,60,145,80,130,"['1', 'tackle']","['1', 'tail-whip']","['6', 'double-kick']","['12', 'hex']","['18', 'stomp']","['24', 'confuse-ray']","['30', 'haze']","['36', 'shadow-ball']","['42', 'take-down']","['48', 'agility']","['54', 'thrash']","['60', 'disable']","['66', 'double-edge']","['72', 'nasty-plot']",,,,,,,,,,,,,,,,,,,,,
898,calyrex,psychic,grass,unnerve,---,---,100,80,80,80,80,80,"['1', 'pound']","['1', 'mega-drain']","['1', 'growth']","['1', 'confusion']","['8', 'life-dew']","['16', 'giga-drain']","['24', 'psyshock']","['32', 'helping-hand']","['40', 'grassy-terrain']","['40', 'psychic-terrain']","['48', 'energy-ball']","['56', 'psychic']","['64', 'leech-seed']","['72', 'heal-pulse']","['80', 'solar-beam']","['88', 'future-sight']",,,,,,,,,,,,,,,,,,,
899,wyrdeer,normal,psychic,intimidate,frisk,sap-sipper,103,105,72,105,75,65,"['0', 'psyshield-bash']","['1', 'tackle']","['3', 'leer']","['7', 'astonish']","['10', 'hypnosis']","['13', 'stomp']","['16', 'sand-attack']","['21', 'take-down']","['23', 'confuse-ray']","['27', 'calm-mind']","['32', 'role-play']","['37', 'zen-headbutt']","['49', 'imprison']","['55', 'double-edge']","['62', 'megahorn']",,,,,,,,,,,,,,,,,,,,
900,kleavor,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85,"['0', 'stone-axe']","['1', 'leer']","['1', 'quick-attack']","['4', 'fury-cutter']","['8', 'false-swipe']","['12', 'smack-down']","['16', 'double-team']","['20', 'double-hit']","['24', 'slash']","['28', 'focus-energy']","['32', 'agility']","['36', 'rock-slide']","['40', 'x-scissor']","['44', 'swords-dance']",,,,,,,,,,,,,,,,,,,,,
901,ursaluna,ground,normal,guts,bulletproof,unnerve,130,140,105,45,80,50,"['0', 'headlong-rush']","['1', 'scratch']","['1', 'leer']","['1', 'lick']","['1', 'fake-tears']","['1', 'covet']","['8', 'fury-swipes']","['13', 'payback']","['17', 'sweet-scent']","['22', 'slash']","['25', 'play-nice']","['29', 'play-rough']","['35', 'scary-face']","['41', 'rest']","['41', 'snore']","['48', 'high-horsepower']","['56', 'thrash']","['64', 'hammer-arm']",,,,,,,,,,,,,,,,,
902,basculegion,water,ghost,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78,"['1', 'tail-whip']","['1', 'water-gun']","['1', 'shadow-ball']","['1', 'phantom-force']","['4', 'tackle']","['8', 'flail']","['12', 'aqua-jet']","['16', 'bite']","['20', 'scary-face']","['24', 'headbutt']","['28', 'soak']","['32', 'crunch']","['36', 'take-down']","['40', 'uproar']","['44', 'wave-crash']","['48', 'thrash']","['52', 'double-edge']","['56', 'head-smash']",,,,,,,,,,,,,,,,,
903,sneasler,fighting,poison,pressure,unburden,poison-touch,80,130,60,40,80,120,"['0', 'dire-claw']","['1', 'scratch']","['1', 'leer']","['1', 'rock-smash']","['1', 'fling']","['6', 'taunt']","['12', 'quick-attack']","['18', 'metal-claw']","['24', 'poison-jab']","['30', 'brick-break']","['36', 'hone-claws']","['42', 'slash']","['48', 'agility']","['54', 'screech']","['60', 'close-combat']",,,,,,,,,,,,,,,,,,,,
904,overqwil,dark,poison,poison-point,swift-swim,intimidate,85,115,95,65,65,85,"['1', 'tackle']","['1', 'poison-sting']","['4', 'harden']","['8', 'bite']","['12', 'fell-stinger']","['16', 'minimize']","['20', 'spikes']","['24', 'brine']","['28', 'barb-barrage']","['32', 'pin-missile']","['36', 'toxic-spikes']","['40', 'stockpile']","['40', 'spit-up']","['44', 'toxic']","['48', 'crunch']","['52', 'acupressure']","['56', 'destiny-bond']",,,,,,,,,,,,,,,,,,
905,enamorus,fairy,flying,cute-charm,contrary,---,74,115,70,135,80,106,"['1', 'astonish']","['1', 'fairy-wind']","['5', 'torment']","['10', 'flatter']","['15', 'twister']","['20', 'draining-kiss']","['25', 'iron-defense']","['30', 'imprison']","['35', 'mystical-fire']","['40', 'dazzling-gleam']","['45', 'extrasensory']","['50', 'uproar']","['55', 'superpower']","['60', 'healing-wish']","['65', 'moonblast']","['70', 'outrage']","['75', 'springtide-storm']",,,,,,,,,,,,,,,,,,
906,sprigatito,grass,---,overgrow,protean,---,40,61,54,45,45,65,"['1', 'scratch']","['1', 'tail-whip']","['1', 'leafage']","['7', 'bite']","['10', 'hone-claws']","['13', 'magical-leaf']","['15', 'quick-attack']","['17', 'seed-bomb']","['21', 'u-turn']","['25', 'worry-seed']","['28', 'slash']","['32', 'energy-ball']","['36', 'play-rough']",,,,,,,,,,,,,,,,,,,,,,
907,floragato,grass,---,overgrow,protean,---,61,80,63,60,63,83,"['1', 'scratch']","['1', 'tail-whip']","['1', 'leafage']","['7', 'bite']","['10', 'hone-claws']","['13', 'magical-leaf']","['15', 'quick-attack']","['20', 'seed-bomb']","['24', 'u-turn']","['28', 'worry-seed']","['33', 'slash']","['38', 'energy-ball']","['42', 'play-rough']","['46', 'leaf-storm']",,,,,,,,,,,,,,,,,,,,,
908,meowscarada,grass,dark,overgrow,protean,---,76,110,70,81,70,123,"['0', 'flower-trick']","['1', 'scratch']","['1', 'tail-whip']","['1', 'leafage']","['7', 'bite']","['10', 'hone-claws']","['13', 'magical-leaf']","['15', 'quick-attack']","['20', 'seed-bomb']","['24', 'u-turn']","['29', 'worry-seed']","['33', 'slash']","['38', 'night-slash']","['42', 'energy-ball']","['47', 'play-rough']","['52', 'knock-off']","['58', 'grassy-terrain']","['64', 'leaf-storm']",,,,,,,,,,,,,,,,,
909,fuecoco,fire,---,blaze,unaware,---,67,45,59,63,40,36,"['1', 'tackle']","['1', 'leer']","['1', 'ember']","['7', 'round']","['12', 'bite']","['15', 'incinerate']","['17', 'yawn']","['21', 'snarl']","['25', 'roar']","['28', 'flamethrower']","['32', 'hyper-voice']","['36', 'fire-blast']",,,,,,,,,,,,,,,,,,,,,,,
910,crocalor,fire,---,blaze,unaware,---,81,55,78,90,58,49,"['1', 'tackle']","['1', 'leer']","['1', 'ember']","['7', 'lick']","['10', 'round']","['12', 'bite']","['15', 'yawn']","['17', 'incinerate']","['24', 'snarl']","['28', 'roar']","['32', 'flamethrower']","['38', 'hyper-voice']","['42', 'will-o-wisp']","['47', 'fire-blast']",,,,,,,,,,,,,,,,,,,,,
911,skeledirge,fire,ghost,blaze,unaware,---,104,75,100,110,75,66,"['0', 'torch-song']","['1', 'tackle']","['1', 'leer']","['1', 'ember']","['7', 'lick']","['10', 'round']","['12', 'scary-face']","['15', 'bite']","['17', 'incinerate']","['24', 'snarl']","['28', 'roar']","['32', 'flamethrower']","['38', 'shadow-ball']","['42', 'hyper-voice']","['47', 'will-o-wisp']","['47', 'hex']","['58', 'fire-blast']","['64', 'overheat']",,,,,,,,,,,,,,,,,
912,quaxly,water,---,torrent,moxie,---,55,65,45,50,45,50,"['1', 'pound']","['1', 'growl']","['1', 'water-gun']","['7', 'work-up']","['10', 'wing-attack']","['13', 'aqua-jet']","['17', 'double-hit']","['21', 'aqua-cutter']","['24', 'air-slash']","['28', 'focus-energy']","['31', 'acrobatics']","['35', 'liquidation']",,,,,,,,,,,,,,,,,,,,,,,
913,quaxwell,water,---,torrent,moxie,---,70,85,65,65,60,65,"['1', 'pound']","['1', 'growl']","['1', 'water-gun']","['1', 'double-hit']","['7', 'work-up']","['10', 'wing-attack']","['13', 'aqua-jet']","['17', 'water-pulse']","['19', 'low-sweep']","['23', 'aqua-cutter']","['27', 'air-slash']","['32', 'focus-energy']","['38', 'acrobatics']","['43', 'liquidation']","['48', 'feather-dance']",,,,,,,,,,,,,,,,,,,,
914,quaquaval,water,fighting,torrent,moxie,---,85,120,80,85,75,85,"['0', 'aqua-step']","['1', 'pound']","['1', 'growl']","['1', 'water-gun']","['1', 'double-hit']","['7', 'work-up']","['10', 'wing-attack']","['13', 'aqua-jet']","['17', 'water-pulse']","['17', 'low-sweep']","['21', 'aqua-cutter']","['27', 'air-slash']","['32', 'focus-energy']","['38', 'mega-kick']","['43', 'acrobatics']","['47', 'liquidation']","['52', 'feather-dance']","['58', 'close-combat']","['64', 'wave-crash']",,,,,,,,,,,,,,,,
915,lechonk,normal,---,aroma-veil,gluttony,thick-fat,54,45,40,35,45,35,"['1', 'tackle']","['1', 'tail-whip']","['5', 'disarming-voice']","['8', 'echoed-voice']","['12', 'mud-shot']","['15', 'covet']","['17', 'dig']","['21', 'headbutt']","['24', 'yawn']","['27', 'take-down']","['30', 'work-up']","['32', 'uproar']","['35', 'double-edge']",,,,,,,,,,,,,,,,,,,,,,
916,oinkologne,normal,---,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65,"['1', 'tackle']","['1', 'tail-whip']","['5', 'disarming-voice']","['8', 'echoed-voice']","['12', 'mud-shot']","['15', 'covet']","['17', 'dig']","['23', 'headbutt']","['26', 'take-down']","['27', 'yawn']","['34', 'work-up']","['38', 'uproar']","['42', 'double-edge']","['48', 'earth-power']","['54', 'belch']",,,,,,,,,,,,,,,,,,,,
917,tarountula,bug,---,insomnia,stakeout,---,35,41,45,29,40,20,"['1', 'tackle']","['1', 'string-shot']","['5', 'struggle-bug']","['8', 'assurance']","['11', 'feint']","['14', 'bug-bite']","['18', 'block']","['22', 'counter']","['25', 'headbutt']","['29', 'sticky-web']","['33', 'gastro-acid']","['36', 'circle-throw']","['40', 'throat-chop']","['44', 'skitter-smack']",,,,,,,,,,,,,,,,,,,,,
918,spidops,bug,---,insomnia,stakeout,---,60,79,92,52,86,35,"['0', 'silk-trap']","['1', 'tackle']","['1', 'string-shot']","['5', 'struggle-bug']","['8', 'assurance']","['11', 'feint']","['14', 'bug-bite']","['19', 'block']","['24', 'counter']","['28', 'headbutt']","['33', 'sticky-web']","['37', 'gastro-acid']","['41', 'circle-throw']","['45', 'throat-chop']","['49', 'skitter-smack']",,,,,,,,,,,,,,,,,,,,
919,nymble,bug,---,swarm,tinted-lens,---,33,46,40,21,25,45,"['1', 'tackle']","['1', 'leer']","['4', 'struggle-bug']","['6', 'astonish']","['9', 'assurance']","['11', 'double-kick']","['14', 'screech']","['18', 'endure']","['22', 'bug-bite']","['26', 'feint']","['30', 'agility']","['38', 'sucker-punch']","['41', 'first-impression']",,,,,,,,,,,,,,,,,,,,,,
920,lokix,bug,dark,swarm,tinted-lens,---,71,102,78,52,55,92,"['0', 'lunge']","['1', 'tackle']","['1', 'leer']","['1', 'low-kick']","['1', 'detect']","['4', 'struggle-bug']","['6', 'astonish']","['9', 'assurance']","['11', 'double-kick']","['14', 'screech']","['18', 'endure']","['22', 'bug-bite']","['28', 'feint']","['32', 'agility']","['36', 'throat-chop']","['40', 'sucker-punch']","['44', 'first-impression']","['48', 'bounce']","['53', 'axe-kick']",,,,,,,,,,,,,,,,
921,pawmi,electric,---,static,natural-cure,iron-fist,45,50,20,40,25,60,"['1', 'scratch']","['1', 'growl']","['3', 'thunder-shock']","['6', 'quick-attack']","['8', 'charge']","['12', 'nuzzle']","['15', 'dig']","['19', 'bite']","['23', 'spark']","['27', 'thunder-wave']","['31', 'entrainment']","['35', 'slam']","['38', 'discharge']","['40', 'agility']","['44', 'wild-charge']",,,,,,,,,,,,,,,,,,,,
922,pawmo,electric,fighting,volt-absorb,natural-cure,iron-fist,60,75,40,50,40,85,"['0', 'arm-thrust']","['1', 'scratch']","['1', 'growl']","['3', 'thunder-shock']","['6', 'quick-attack']","['8', 'charge']","['12', 'nuzzle']","['15', 'dig']","['19', 'bite']","['23', 'spark']","['27', 'thunder-wave']","['32', 'slam']","['38', 'entrainment']","['42', 'discharge']","['46', 'agility']","['52', 'wild-charge']",,,,,,,,,,,,,,,,,,,
923,pawmot,electric,fighting,volt-absorb,natural-cure,iron-fist,70,115,70,70,60,105,"['0', 'revival-blessing']","['1', 'scratch']","['1', 'growl']","['1', 'wild-charge']","['3', 'thunder-shock']","['6', 'quick-attack']","['8', 'charge']","['12', 'nuzzle']","['15', 'dig']","['19', 'bite']","['23', 'spark']","['25', 'arm-thrust']","['29', 'thunder-wave']","['33', 'slam']","['39', 'entrainment']","['44', 'close-combat']","['49', 'discharge']","['54', 'agility']","['60', 'double-shock']",,,,,,,,,,,,,,,,
924,tandemaus,normal,---,run-away,pickup,own-tempo,50,50,45,40,45,75,"['1', 'pound']","['1', 'baby-doll-eyes']","['5', 'echoed-voice']","['8', 'helping-hand']","['11', 'super-fang']","['14', 'double-hit']","['18', 'bullet-seed']","['22', 'encore']","['26', 'play-rough']","['30', 'hyper-voice']","['33', 'charm']","['37', 'beat-up']","['41', 'copycat']","['46', 'population-bomb']",,,,,,,,,,,,,,,,,,,,,
925,maushold,normal,---,friend-guard,cheek-pouch,technician,74,75,70,65,75,111,"['1', 'pound']","['1', 'follow-me']","['1', 'baby-doll-eyes']","['1', 'tidy-up']","['5', 'echoed-voice']","['8', 'helping-hand']","['11', 'super-fang']","['14', 'double-hit']","['18', 'bullet-seed']","['22', 'encore']","['29', 'play-rough']","['33', 'hyper-voice']","['37', 'charm']","['41', 'beat-up']","['46', 'copycat']","['53', 'population-bomb']",,,,,,,,,,,,,,,,,,,
926,fidough,fairy,---,own-tempo,klutz,---,37,55,70,30,55,65,"['1', 'tackle']","['1', 'growl']","['3', 'lick']","['6', 'tail-whip']","['8', 'covet']","['11', 'bite']","['15', 'baby-doll-eyes']","['18', 'play-rough']","['22', 'work-up']","['26', 'baton-pass']","['30', 'roar']","['33', 'double-edge']","['36', 'charm']","['40', 'crunch']","['45', 'last-resort']",,,,,,,,,,,,,,,,,,,,
